step,attribute,stat,value
13,radius,p25Bits,18.62024872617092086102
13,radius,p50Bits,19.75570426182727956643
13,radius,p75Bits,20.54649406709913961322
13,radius,p95Bits,21.29837427065841382046
13,radius,maxBits,21.85008965906839861759
13,radius,meanBits,19.39516074739354323242
13,total,minBits,87.66004352888890593931
13,total,p5Bits,100.78908792161212204519
13,total,p25Bits,116.30818424263699739640
13,total,p50Bits,119.82503828986014582370
13,total,p75Bits,122.44954479954411397102
13,total,p95Bits,125.07388190906632985389
13,total,maxBits,128.57065104944837230505
13,total,meanBits,118.11093115283617294153
14,positionMagTouching,minBits,1.00000000000000000000
14,positionMagTouching,p5Bits,1.00000006449349143622
14,positionMagTouching,p25Bits,19.68478956987679850954
14,positionMagTouching,p50Bits,22.12646302589577729236
14,positionMagTouching,p75Bits,23.64844276738208606048
14,positionMagTouching,p95Bits,24.81612398934807117712
14,positionMagTouching,maxBits,27.36480902534357539935
14,positionMagTouching,meanBits,20.07659644812833477090
14,positionTheta,minBits,20.87262137263150663102
14,positionTheta,p5Bits,24.62530059134839888202
14,positionTheta,p25Bits,26.43774071112986945309
14,positionTheta,p50Bits,27.37736434683123931677
14,positionTheta,p75Bits,28.06163727271382413164
14,positionTheta,p95Bits,28.59960140914785142741
14,positionTheta,maxBits,28.86164792798189182577
14,positionTheta,meanBits,27.10705324840562724376
14,velocityMag,minBits,14.74138016604824130695
14,velocityMag,p5Bits,19.50856055306332947907
14,velocityMag,p25Bits,20.72928485600505155162
14,velocityMag,p50Bits,21.39690840748837530327
14,velocityMag,p75Bits,21.93695642111517685180
14,velocityMag,p95Bits,22.61144763788469447263
14,velocityMag,maxBits,23.70799263724155281352
14,velocityMag,meanBits,21.25712883555830856608
14,velocityTheta,minBits,22.04602353796594371715
14,velocityTheta,p5Bits,27.35530817686591120719
14,velocityTheta,p25Bits,29.62171112937054928693
14,velocityTheta,p50Bits,30.61673208818654856600
14,velocityTheta,p75Bits,31.19897408159722473897
14,velocityTheta,p95Bits,31.56655911607626663340
14,velocityTheta,maxBits,31.65080193847937550800
14,velocityTheta,meanBits,30.20390670342480277100
14,radius,minBits,7.56516859404029062830
14,radius,p5Bits,16.17739875171719177160
14,radius,p25Bits,18.62805559045147418828
14,radius,p50Bits,19.76099311547164205649
14,radius,p75Bits,20.54583720736858154510
14,radius,p95Bits,21.29270392239024545233
14,radius,maxBits,21.85008965906839861759
14,radius,meanBits,19.40051024681800129201
14,total,minBits,86.20055361185302444937
14,total,p5Bits,100.63947611376408985961
14,total,p25Bits,116.31774287953552970976
14,total,p50Bits,119.83908198148347423739
14,total,p75Bits,122.42822505884038264412
14,total,p95Bits,125.12896992582936661620
14,total,maxBits,128.45882405945803839131
14,total,meanBits,118.04519548233569992135
15,positionMagTouching,minBits,1.00000000000000000000
15,positionMagTouching,p5Bits,1.00000006986795142438
15,positionMagTouching,p25Bits,19.70476175868192569851
15,positionMagTouching,p50Bits,22.11820060584378566659
15,positionMagTouching,p75Bits,23.65588375204354676384
15,positionMagTouching,p95Bits,24.78959777058084057444
15,positionMagTouching,maxBits,27.35746548200927819039
15,positionMagTouching,meanBits,20.15114860421969567028
15,positionTheta,minBits,18.04015183460922955305
15,positionTheta,p5Bits,24.60659909671163347866
15,positionTheta,p25Bits,26.42106915560236046758
15,positionTheta,p50Bits,27.34381870248884283114
15,positionTheta,p75Bits,28.04590401499270413410
15,positionTheta,p95Bits,28.57902088160869880085
15,positionTheta,maxBits,28.93070957739587001356
15,positionTheta,meanBits,27.07887509882707632869
15,velocityMag,minBits,13.55234968519433635947
15,velocityMag,p5Bits,19.52816157519265516385
15,velocityMag,p25Bits,20.74740368776396692851
15,velocityMag,p50Bits,21.39481198191527866470
15,velocityMag,p75Bits,21.93250669854028700456
15,velocityMag,p95Bits,22.60006349841117057053
15,velocityMag,maxBits,23.68700840439598209741
15,velocityMag,meanBits,21.25722976816509302012
15,velocityTheta,minBits,20.06243513327780192412
15,velocityTheta,p5Bits,27.13388058613313447154
15,velocityTheta,p25Bits,29.56254742661933576642
15,velocityTheta,p50Bits,30.61616720187430118472
15,velocityTheta,p75Bits,31.22604170499775477765
15,velocityTheta,p95Bits,31.57167735165528199559
15,velocityTheta,maxBits,31.65126971940643585413
15,velocityTheta,meanBits,30.15069887769191936400
15,radius,minBits,7.56516859404029062830
15,radius,p5Bits,16.17739875171719177160
15,radius,p25Bits,18.61631247179226278377
15,radius,p50Bits,19.75714026286953384215
15,radius,p75Bits,20.54902935378476058759
15,radius,p95Bits,21.29481629681916388108
15,radius,maxBits,21.85008965906839861759
15,radius,meanBits,19.39830956113436499777
15,total,minBits,86.11833747367413138818
15,total,p5Bits,100.51600000979189530881
15,total,p25Bits,116.25225748480107768046
15,total,p50Bits,119.75981140835193627936
15,total,p75Bits,122.31976016351741520793
15,total,p95Bits,125.15544917199241581329
15,total,maxBits,128.95770883405913309616
15,total,meanBits,118.03626191003817780256
16,positionMagTouching,minBits,1.00000000000000000000
16,positionMagTouching,p5Bits,1.00000006449349143622
16,positionMagTouching,p25Bits,19.57826899229481654174
16,positionMagTouching,p50Bits,22.07949139788971493203
16,positionMagTouching,p75Bits,23.65626196374378764631
16,positionMagTouching,p95Bits,24.79585604421413336240
16,positionMagTouching,maxBits,27.21190961566537680483
16,positionMagTouching,meanBits,20.15782281070998749328
16,positionTheta,minBits,16.50065246461925738686
16,positionTheta,p5Bits,24.69015379952226041382
16,positionTheta,p25Bits,26.43127559955092920063
16,positionTheta,p50Bits,27.35215108892467483770
16,positionTheta,p75Bits,28.02633829679329835471
16,positionTheta,p95Bits,28.59138385936608628413
16,positionTheta,maxBits,28.88814407148775487144
16,positionTheta,meanBits,27.08597755732821710239
16,velocityMag,minBits,15.35184613215597160263
16,velocityMag,p5Bits,19.41663853373718851003
16,velocityMag,p25Bits,20.71055697898006542346
16,velocityMag,p50Bits,21.40019939278753469125
16,velocityMag,p75Bits,21.92330429796342627924
16,velocityMag,p95Bits,22.58983263422900833461
16,velocityMag,maxBits,23.60194415821578672876
16,velocityMag,meanBits,21.23986762819488305354
16,velocityTheta,minBits,17.41364517789671140235
16,velocityTheta,p5Bits,26.93343084985623292482
16,velocityTheta,p25Bits,29.58138489862043840617
16,velocityTheta,p50Bits,30.61370064747860908483
16,velocityTheta,p75Bits,31.21383253485110031988
16,velocityTheta,p95Bits,31.57310498044294533315
16,velocityTheta,maxBits,31.65032550203578765036
16,velocityTheta,meanBits,30.12155199472177713460
16,radius,minBits,7.56516859404029062830
16,radius,p5Bits,16.17609115339451975046
16,radius,p25Bits,18.61008931415819134259
16,radius,p50Bits,19.75570426182727956643
16,radius,p75Bits,20.54190930176101659299
16,radius,p95Bits,21.29177393492678760367
16,radius,maxBits,21.85008965906839861759
16,radius,meanBits,19.39236619476841738674
16,total,minBits,90.53680886625043910954
16,total,p5Bits,100.34434942633096454756
16,total,p25Bits,116.28666830392094766466
16,total,p50Bits,119.72787984643906611382
16,total,p75Bits,122.24315668439106730148
16,total,p95Bits,125.11236796274157256903
16,total,maxBits,129.42161630384151749240
16,total,meanBits,117.99758618572352020237
17,positionMagTouching,minBits,1.00000000000000000000
17,positionMagTouching,p5Bits,1.00000005911903500078
17,positionMagTouching,p25Bits,19.65168101344303863698
17,positionMagTouching,p50Bits,22.11826496689983301280
17,positionMagTouching,p75Bits,23.63978713022450861558
17,positionMagTouching,p95Bits,24.81357753924292808279
17,positionMagTouching,maxBits,27.21303931773899620339
17,positionMagTouching,meanBits,20.07382472255671501671
17,positionTheta,minBits,19.39775804793212188315
17,positionTheta,p5Bits,24.69082856884557486410
17,positionTheta,p25Bits,26.37130148483988278940
17,positionTheta,p50Bits,27.35929493908511034306
17,positionTheta,p75Bits,28.04945754809089208948
17,positionTheta,p95Bits,28.62212509701255669370
17,positionTheta,maxBits,28.86258117767165742862
17,positionTheta,meanBits,27.07662595184976339624
17,velocityMag,minBits,16.06071481813764734170
17,velocityMag,p5Bits,19.43421873495719154334
17,velocityMag,p25Bits,20.73030661618410164238
17,velocityMag,p50Bits,21.37546202497295411149
17,velocityMag,p75Bits,21.90457486185920288335
17,velocityMag,p95Bits,22.58956767441912205641
17,velocityMag,maxBits,23.54466366252010800508
17,velocityMag,meanBits,21.24619122762366885127
17,velocityTheta,minBits,18.35752756361880955183
17,velocityTheta,p5Bits,27.07103246727912093661
17,velocityTheta,p25Bits,29.53386740661586529200
17,velocityTheta,p50Bits,30.59309596284873222771
17,velocityTheta,p75Bits,31.21007656897344872959
17,velocityTheta,p95Bits,31.56815907086848227436
17,velocityTheta,maxBits,31.65141035212954534472
17,velocityTheta,meanBits,30.11831797616191863654
17,radius,minBits,7.56516859404029062830
17,radius,p5Bits,16.17609115339451975046
17,radius,p25Bits,18.61174038686253950914
17,radius,p50Bits,19.75714026286953384215
17,radius,p75Bits,20.54031645118329763022
17,radius,p95Bits,21.29481629681916388108
17,radius,maxBits,21.85008965906839861759
17,radius,meanBits,19.39315054070970489875
17,total,minBits,86.54055756171680968691
17,total,p5Bits,100.08665619854021144874
17,total,p25Bits,116.31039949090873619753
17,total,p50Bits,119.65269955283186220640
17,total,p75Bits,122.24556293724225497499
17,total,p95Bits,125.12885491558593287209
17,total,maxBits,128.64496390983799756214
17,total,meanBits,117.90811041890161448009
18,positionMagTouching,minBits,1.00000000000000000000
18,positionMagTouching,p5Bits,1.00000005911903500078
18,positionMagTouching,p25Bits,19.76263379775302553298
18,positionMagTouching,p50Bits,22.14528516822413450882
18,positionMagTouching,p75Bits,23.63036348028313682335
18,positionMagTouching,p95Bits,24.80667469131856961440
18,positionMagTouching,maxBits,27.61679179926210636609
18,positionMagTouching,meanBits,20.18253660502094604112
18,positionTheta,minBits,17.66359428789734664633
18,positionTheta,p5Bits,24.54568769700316721583
18,positionTheta,p25Bits,26.36121541168340343120
18,positionTheta,p50Bits,27.34902310892863397385
18,positionTheta,p75Bits,28.07237755907345189144
18,positionTheta,p95Bits,28.61580765621787136865
18,positionTheta,maxBits,28.88956684716528755530
18,positionTheta,meanBits,27.06441135428940825136
18,velocityMag,minBits,15.07057518559806297276
18,velocityMag,p5Bits,19.51196316686323939393
18,velocityMag,p25Bits,20.73952132001750214840
18,velocityMag,p50Bits,21.39190454815116027021
18,velocityMag,p75Bits,21.89281427540618096828
18,velocityMag,p95Bits,22.53819853372652914913
18,velocityMag,maxBits,23.39725803408814996942
18,velocityMag,meanBits,21.25121179567955564949
18,velocityTheta,minBits,14.99203712614122174784
18,velocityTheta,p5Bits,27.13890146196278863044
18,velocityTheta,p25Bits,29.54265805883802187282
18,velocityTheta,p50Bits,30.56656303103009619804
18,velocityTheta,p75Bits,31.20050269428518419090
18,velocityTheta,p95Bits,31.57269632714043439137
18,velocityTheta,maxBits,31.65136334045317312302
18,velocityTheta,meanBits,30.13904832850079529294
18,radius,minBits,7.56516859404029062830
18,radius,p5Bits,16.17739875171719177160
18,radius,p25Bits,18.61631247179226278377
18,radius,p50Bits,19.75780677139301388934
18,radius,p75Bits,20.54369994075910099696
18,radius,p95Bits,21.29270392239024545233
18,radius,maxBits,21.85008965906839861759
18,radius,meanBits,19.39596499614420466173
18,total,minBits,88.07230543002685863030
18,total,p5Bits,100.47822943315989618895
18,total,p25Bits,116.44713872960024048098
18,total,p50Bits,119.62760486995463793392
18,total,p75Bits,122.28061335293222100518
18,total,p95Bits,124.99252225252536163680
18,total,maxBits,128.03962675831465389820
18,total,meanBits,118.03317307963503424162
19,positionMagTouching,minBits,1.00000000000000000000
19,positionMagTouching,p5Bits,1.00000006449349143622
19,positionMagTouching,p25Bits,19.79843515905084316842
19,positionMagTouching,p50Bits,22.10418096949998201239
19,positionMagTouching,p75Bits,23.61995455054508141757
19,positionMagTouching,p95Bits,24.78655045812432788921
19,positionMagTouching,maxBits,27.61348672007851234866
19,positionMagTouching,meanBits,20.26407691078111739102
19,positionTheta,minBits,19.35046268150433235178
19,positionTheta,p5Bits,24.68277919413282717187
19,positionTheta,p25Bits,26.35280450574920863005
19,positionTheta,p50Bits,27.35737496611896801824
19,positionTheta,p75Bits,28.08013837663849798787
19,positionTheta,p95Bits,28.60673303892740548804
19,positionTheta,maxBits,28.93414920199358064679
19,positionTheta,meanBits,27.07634316770564808508
19,velocityMag,minBits,15.91618392504934753617
19,velocityMag,p5Bits,19.52861581203318053213
19,velocityMag,p25Bits,20.71057991517842467033
19,velocityMag,p50Bits,21.35837073225903282037
19,velocityMag,p75Bits,21.87956705732244699902
19,velocityMag,p95Bits,22.56355541604279579815
19,velocityMag,maxBits,23.50304710484417825000
19,velocityMag,meanBits,21.24044468651833028616
19,velocityTheta,minBits,20.24417443452352571853
19,velocityTheta,p5Bits,27.26545786939873394772
19,velocityTheta,p25Bits,29.49845892678339609461
19,velocityTheta,p50Bits,30.54325596835415268515
19,velocityTheta,p75Bits,31.18574884550348258472
19,velocityTheta,p95Bits,31.56587160077728526630
19,velocityTheta,maxBits,31.65138576589943042450
19,velocityTheta,meanBits,30.13495102039081885437
19,radius,minBits,7.56516859404029062830
19,radius,p5Bits,16.17739875171719177160
19,radius,p25Bits,18.61484448783755141221
19,radius,p50Bits,19.75468541939245170624
19,radius,p75Bits,20.54031645118329763022
19,radius,p95Bits,21.29270392239024545233
19,radius,maxBits,21.85008965906839861759
19,radius,meanBits,19.39129673145585286420
19,total,minBits,84.66792887515043730673
19,total,p5Bits,100.77505536221016768650
19,total,p25Bits,116.45426960199765176185
19,total,p50Bits,119.71481914871529284028
19,total,p75Bits,122.23143326877925574081
19,total,p95Bits,124.95097598712763442563
19,total,maxBits,128.17641041311131289149
19,total,meanBits,118.10711251685179945525
20,positionMagTouching,minBits,1.00000000000000000000
20,positionMagTouching,p5Bits,1.00000006449349143622
20,positionMagTouching,p25Bits,19.68682346147175366013
20,positionMagTouching,p50Bits,22.08342266983399326818
20,positionMagTouching,p75Bits,23.63798846344199233727
20,positionMagTouching,p95Bits,24.76838087404760813115
20,positionMagTouching,maxBits,27.63644159763170193855
20,positionMagTouching,meanBits,20.12424920143019235752
20,positionTheta,minBits,19.84894522086678136930
20,positionTheta,p5Bits,24.50041941529112676790
20,positionTheta,p25Bits,26.36915444002864106210
20,positionTheta,p50Bits,27.36587620277127186341
20,positionTheta,p75Bits,28.07282749098284213574
20,positionTheta,p95Bits,28.60809235131079830694
20,positionTheta,maxBits,28.88140760083045321949
20,positionTheta,meanBits,27.06961573510416130262
20,velocityMag,minBits,16.01053184959686959132
20,velocityMag,p5Bits,19.45075143883781620957
20,velocityMag,p25Bits,20.71853252980880455425
20,velocityMag,p50Bits,21.36908447023422752409
20,velocityMag,p75Bits,21.88284611449541472439
20,velocityMag,p95Bits,22.55098230801549874514
20,velocityMag,maxBits,23.79490358306797048726
20,velocityMag,meanBits,21.22663337677140305004
20,velocityTheta,minBits,21.67084752702639605104
20,velocityTheta,p5Bits,27.35217180932603042720
20,velocityTheta,p25Bits,29.54403012161672492653
20,velocityTheta,p50Bits,30.57000300583374041707
20,velocityTheta,p75Bits,31.18468730683586542796
20,velocityTheta,p95Bits,31.56727041049645521298
20,velocityTheta,maxBits,31.65146148624164013086
20,velocityTheta,meanBits,30.13716402072363464981
20,radius,minBits,7.56516859404029062830
20,radius,p5Bits,16.17099435971252319177
20,radius,p25Bits,18.62024872617092086102
20,radius,p50Bits,19.75693759084668599257
20,radius,p75Bits,20.54369994075910099696
20,radius,p95Bits,21.29270392239024545233
20,radius,maxBits,21.85008965906839861759
20,radius,meanBits,19.39346757654952924099
20,total,minBits,79.19896378264598979513
20,total,p5Bits,100.41485335995709249346
20,total,p25Bits,116.25449717779619618341
20,total,p50Bits,119.78020435320686942759
20,total,p75Bits,122.23306514486236551420
20,total,p95Bits,124.81287210733862025336
20,total,maxBits,128.61591561600573641044
20,total,meanBits,117.95112991057872875444
21,positionMagTouching,minBits,1.00000000000000000000
